NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL
Class,Field,Name,Class,Field,Name,Name,Notes
EntityRenderer,*,field_1386_j,*,*,*,field_1386_j,""
EntityRenderer,*,field_1387_i,*,*,*,farPlaneDistance,""
EntityRenderer,*,field_1388_h,*,*,*,mc,"A reference to the Minecraft object."
EntityRenderer,*,field_1392_d,*,*,*,field_1392_d,""
EntityRenderer,*,field_1393_c,*,*,*,field_1393_c,""
EntityRenderer,*,field_1394_b,*,*,*,field_1394_b,""
EntityRenderer,*,field_1395_a,*,*,*,itemRenderer,""
ModelRenderer,*,field_1396_o,*,*,*,displayList,"The GL display list rendered by the Tessellator for this model"
ModelRenderer,*,field_1397_n,*,*,*,compiled,""
ModelRenderer,*,field_1398_m,*,*,*,textureOffsetY,"The Y offset into the texture used for displaying this model"
ModelRenderer,*,field_1399_l,*,*,*,textureOffsetX,"The X offset into the texture used for displaying this model"
ModelRenderer,*,field_1400_k,*,*,*,faces,"An array containing the 6 faces of the cube."
ModelRenderer,*,field_1401_j,*,*,*,corners,"An array containing the 8 corners of the cube."
ModelRenderer,*,field_1402_i,*,*,*,field_1402_i,""
ModelRenderer,*,field_1403_h,*,*,*,showModel,""
ModelRenderer,*,field_1404_g,*,*,*,mirror,""
ModelRenderer,*,field_1405_f,*,*,*,rotateAngleZ,""
ModelRenderer,*,field_1406_e,*,*,*,rotateAngleY,""
ModelRenderer,*,field_1407_d,*,*,*,rotateAngleX,""
ModelRenderer,*,field_1408_c,*,*,*,offsetZ,""
ModelRenderer,*,field_1409_b,*,*,*,offsetY,""
ModelRenderer,*,field_1410_a,*,*,*,offsetX,""
TileEntityMobSpawnerRenderer,*,field_1412_b,*,*,*,entityHashMap,"Hash map of the entities that the mob spawner has rendered/rendering spinning inside of them"
TileEntitySignRenderer,*,field_1413_b,*,*,*,signModel,"The SignModel instance used by the TileEntitySignRenderer"
RenderGlobal,*,field_1414_S,*,*,*,field_1414_S,""
RenderGlobal,*,field_1415_R,*,*,*,field_1415_R,""
RenderGlobal,*,field_1416_Q,*,*,*,renderersSkippingRenderPass,"How many renderers are skipping rendering due to not having a render pass this frame"
RenderGlobal,*,field_1417_P,*,*,*,renderersBeingRendered,"How many renderers are actually being rendered this frame"
RenderGlobal,*,field_1418_O,*,*,*,renderersBeingOccluded,"How many renderers are being occluded this frame"
RenderGlobal,*,field_1419_N,*,*,*,renderersBeingClipped,"How many renderers are being clipped by the frustrum this frame"
RenderGlobal,*,field_1420_M,*,*,*,renderersLoaded,"How many renderers are loaded this frame that try to be rendered"
RenderGlobal,*,field_1421_L,*,*,*,field_1421_L,""
RenderGlobal,*,field_1422_K,*,*,*,field_1422_K,""
RenderGlobal,*,field_1423_J,*,*,*,field_1423_J,""
RenderGlobal,*,field_1424_I,*,*,*,field_1424_I,""
RenderGlobal,*,field_1425_H,*,*,*,renderDistance,""
RenderGlobal,*,field_1426_G,*,*,*,field_1426_G,""
RenderGlobal,*,field_1427_F,*,*,*,field_1427_F,""
RenderGlobal,*,field_1428_E,*,*,*,field_1428_E,""
RenderGlobal,*,field_1429_D,*,*,*,field_1429_D,""
RenderGlobal,*,field_1430_C,*,*,*,field_1430_C,""
RenderGlobal,*,field_1431_B,*,*,*,field_1431_B,""
RenderGlobal,*,field_1432_A,*,*,*,field_1432_A,""
RenderGlobal,*,field_1433_z,*,*,*,field_1433_z,""
RenderGlobal,*,field_1434_y,*,*,*,starGLCallList,"The star GL Call list"
RenderGlobal,*,field_1435_x,*,*,*,field_1435_x,""
RenderGlobal,*,field_1436_w,*,*,*,occlusionEnabled,"Is occlusion testing enabled"
RenderGlobal,*,field_1437_v,*,*,*,field_1437_v,""
RenderGlobal,*,field_1438_u,*,*,*,field_1438_u,""
RenderGlobal,*,field_1439_t,*,*,*,mc,"A reference to the Minecraft object."
RenderGlobal,*,field_1440_s,*,*,*,field_1440_s,""
RenderGlobal,*,field_1441_r,*,*,*,renderChunksDeep,""
RenderGlobal,*,field_1442_q,*,*,*,renderChunksTall,""
RenderGlobal,*,field_1443_p,*,*,*,renderChunksWide,""
RenderGlobal,*,field_1444_o,*,*,*,worldRenderers,""
RenderGlobal,*,field_1445_n,*,*,*,sortedWorldRenderers,""
RenderGlobal,*,field_1446_m,*,*,*,worldRenderersToUpdate,""
RenderGlobal,*,field_1447_l,*,*,*,renderEngine,"The RenderEngine instance used by RenderGlobal"
RenderGlobal,*,field_1448_k,*,*,*,worldObj,"A reference to the World object."
RenderGlobal,*,field_1449_j,*,*,*,frustrumCheckOffset,"The offset used to determine if a renderer is one of the sixteenth that are being updated this frame"
RenderGlobal,*,field_1450_i,*,*,*,field_1450_i,""
RenderGlobal,*,field_1451_h,*,*,*,prevSortZ,"Previous Z position when the renderers were sorted. (Once the distance moves more than 4 units they will be resorted)"
RenderGlobal,*,field_1452_g,*,*,*,prevSortY,"Previous y position when the renderers were sorted. (Once the distance moves more than 4 units they will be resorted)"
RenderGlobal,*,field_1453_f,*,*,*,prevSortX,"Previous x position when the renderers were sorted. (Once the distance moves more than 4 units they will be resorted)"
RenderGlobal,*,field_1454_e,*,*,*,field_1454_e,""
RenderGlobal,*,field_1455_d,*,*,*,field_1455_d,""
RenderGlobal,*,field_1456_c,*,*,*,field_1456_c,""
RenderGlobal,*,field_1457_b,*,*,*,field_1457_b,""
RenderGlobal,*,field_1458_a,*,*,*,tileEntities,""
NetworkManager,*,field_1459_t,*,*,*,chunkDataSendCounter,"Counter used to prevent us from sending too many chunk data packets one after another. The delay appears to be set to 50."
NetworkManager,*,field_1460_s,*,*,*,sendQueueByteLength,"The length in bytes of the packets in both send queues (data and chunkData)."
NetworkManager,*,field_1461_r,*,*,*,timeSinceLastRead,"Counter used to detect read timeouts after 1200 failed attempts to read a packet."
NetworkManager,*,field_1462_q,*,*,*,terminationReason,"A String indicating why the network has shutdown."
NetworkManager,*,field_1463_p,*,*,*,isTerminating,"Whether this network manager is currently terminating (and should ignore further errors)."
NetworkManager,*,field_1464_o,*,*,*,readThread,"The thread used for reading."
NetworkManager,*,field_1465_n,*,*,*,writeThread,"The thread used for writing."
NetworkManager,*,field_1466_m,*,*,*,isServerTerminating,"Whether this server is currently terminating. If this is a client, this is always false."
NetworkManager,*,field_1467_l,*,*,*,netHandler,"A reference to the NetHandler object."
NetworkManager,*,field_1468_k,*,*,*,chunkDataPackets,"Linked list of packets with chunk data that are awaiting sending."
NetworkManager,*,field_1469_j,*,*,*,dataPackets,"Linked list of packets awaiting sending."
NetworkManager,*,field_1470_i,*,*,*,readPackets,"Linked list of packets that have been read and are awaiting processing."
NetworkManager,*,field_1471_h,*,*,*,isRunning,"Whether the network is currently operational."
NetworkManager,*,field_1472_g,*,*,*,socketOutputStream,"The output stream connected to the socket."
NetworkManager,*,field_1473_f,*,*,*,socketInputStream,"The input stream connected to the socket."
NetworkManager,*,field_1474_e,*,*,*,remoteSocketAddress,""
NetworkManager,*,field_1475_d,*,*,*,sendQueueLock,"The object used for synchronization on the send queue."
NetworkManager,*,field_1476_c,*,*,*,numWriteThreads,"The number of write threads spawned. Not really used on client side."
NetworkManager,*,field_1477_b,*,*,*,numReadThreads,"The number of read threads spawned. Not really used on client side."
NetworkManager,*,field_1478_a,*,*,*,threadSyncObject,"Synchronization object used for read and write threads."
Tessellator,*,field_1485_z,*,*,*,vboIndex,"The index of the last VBO used. This is used in round-robin fashion, sequentially, through the vboCount vertex buffers."
Tessellator,*,field_1486_y,*,*,*,vertexBuffers,"An IntBuffer used to store the indices of vertex buffer objects."
Tessellator,*,field_1487_x,*,*,*,useVBO,"Whether we are currently using VBO or not."
Tessellator,*,field_1488_w,*,*,*,isDrawing,"Whether this tessellator is currently in draw mode."
Tessellator,*,field_1489_v,*,*,*,normal,"The normal to be applied to the face being drawn."
Tessellator,*,field_1490_u,*,*,*,zOffset,"An offset to be applied along the z-axis for all vertices in this draw call."
Tessellator,*,field_1491_t,*,*,*,yOffset,"An offset to be applied along the y-axis for all vertices in this draw call."
Tessellator,*,field_1492_s,*,*,*,xOffset,"An offset to be applied along the x-axis for all vertices in this draw call."
Tessellator,*,field_1493_r,*,*,*,drawMode,"The draw mode currently being used by the tessellator."
Tessellator,*,field_1494_B,*,*,*,bufferSize,"The size of the buffers used (in integers)."
Tessellator,*,field_1495_q,*,*,*,isColorDisabled,"Disables all color information for the following draw call."
Tessellator,*,field_1496_A,*,*,*,vboCount,"Number of vertex buffer objects allocated for use."
Tessellator,*,field_1497_p,*,*,*,addedVertices,"The number of vertices manually added to the given draw call. This differs from vertexCount because it adds extra vertices when converting quads to triangles."
Tessellator,*,field_1498_o,*,*,*,rawBufferIndex,"The index into the raw buffer to be used for the next data."
Tessellator,*,field_1499_n,*,*,*,hasNormals,"Whether the current draw object for this tessellator has normal values."
Tessellator,*,field_1500_m,*,*,*,hasTexture,"Whether the current draw object for this tessellator has texture coordinates."
Tessellator,*,field_1501_l,*,*,*,hasColor,"Whether the current draw object for this tessellator has color values."
Tessellator,*,field_1502_k,*,*,*,color,"The color (RGBA) value to be used for the following draw call."
Tessellator,*,field_1503_j,*,*,*,textureV,"The second coordinate to be used for the texture."
Tessellator,*,field_1504_i,*,*,*,textureU,"The first coordinate to be used for the texture."
Tessellator,*,field_1505_h,*,*,*,vertexCount,"The number of vertices to be drawn in the next draw call. Reset to 0 between draw calls."
Tessellator,*,field_1506_g,*,*,*,rawBuffer,"Raw integer array."
Tessellator,*,field_1507_f,*,*,*,floatBuffer,"The same memory as byteBuffer, but referenced as an float buffer."
Tessellator,*,field_1508_e,*,*,*,intBuffer,"The same memory as byteBuffer, but referenced as an integer buffer."
Tessellator,*,field_1509_d,*,*,*,byteBuffer,"The byte buffer used for GL allocation."
Tessellator,*,field_1510_c,*,*,*,tryVBO,"Boolean used to check if we should use vertex buffers. Initialized to false and never changed."
Tessellator,*,field_1511_b,*,*,*,convertQuadsToTriangles,"Boolean used to check whether quads should be drawn as four triangles. Initialized to true and never changed."
Tessellator,*,field_1512_a,*,*,*,instance,"The static instance of the Tessellator."
MusInputStream,*,field_1513_b,*,*,*,codec,""
MusInputStream,*,field_1514_a,*,*,*,buffer,""
MusInputStream,*,field_1515_d,*,*,*,inputStream,""
MusInputStream,*,field_1516_c,*,*,*,hash,""
Chunk,*,field_1522_s,*,*,*,lastSaveTime,"The time according to World.worldTime when this chunk was last saved"
WorldGenLakes,*,field_15235_a,*,*,*,field_15235_a,""
Chunk,*,field_1523_r,*,*,*,hasEntities,"Whether this Chunk has any Entities and thus requires saving on every tick"
Chunk,*,field_1525_p,*,*,*,neverSave,"Set to true if this Chunk should never be saved (e.g. in multiplayer)"
Chunk,*,field_1526_o,*,*,*,isModified,"Set to true if the chunk has been modified and needs to be updated internally."
Chunk,*,field_1527_n,*,*,*,isTerrainPopulated,"Boolean value indicating if the terrain is populated."
Chunk,*,field_1528_m,*,*,*,entities,"List of lists of the entities in the chunk. It is 8 lists partitioned along the Y axis."
Chunk,*,field_1529_l,*,*,*,chunkTileEntityMap,"A Map of ChunkPositions to TileEntities in this chunk"
Chunk,*,field_1530_k,*,*,*,zPosition,"The z coordinate of the chunk."
Chunk,*,field_1531_j,*,*,*,xPosition,"The x coordinate of the chunk."
Chunk,*,field_1532_i,*,*,*,field_1532_i,""
Chunk,*,field_1533_h,*,*,*,heightMap,"Byte array containing height map for the chunk."
Chunk,*,field_1534_g,*,*,*,blocklightMap,"Light map for blocks. See class le (client) or eo (server)."
Chunk,*,field_1535_f,*,*,*,skylightMap,"Light map for sky. See class le (client) or eo (server)."
Chunk,*,field_1536_e,*,*,*,data,"Chunk data"
Chunk,*,field_1537_d,*,*,*,worldObj,"Reference to the World object."
Chunk,*,field_1538_c,*,*,*,isChunkLoaded,"Whether or not this Chunk is currently loaded into the World"
Chunk,*,field_1539_b,*,*,*,blocks,"Byte array of blocks for the chunk."
Chunk,*,field_1540_a,*,*,*,isLit,"Determines if the chunk is lit or not at a light value greater than 0."
TileEntityRenderer,*,field_1541_n,*,*,*,fontRenderer,"The FontRenderer instance used by the TileEntityRenderer"
TileEntityRenderer,*,field_1543_l,*,*,*,playerZ,"The player's Z position in this rendering context"
TileEntityRenderer,*,field_1544_k,*,*,*,playerY,"The player's Y position in this rendering context"
TileEntityRenderer,*,field_1545_j,*,*,*,playerX,"The player's X position in this rendering context"
TileEntityRenderer,*,field_1549_f,*,*,*,worldObj,"Reference to the World object."
TileEntityRenderer,*,field_1550_e,*,*,*,renderEngine,"The RenderEngine instance used by the TileEntityRenderer"
TileEntityRenderer,*,field_1551_d,*,*,*,staticPlayerZ,"The player's current Z position (same as playerZ)"
TileEntityRenderer,*,field_1552_c,*,*,*,staticPlayerY,"The player's current Y position (same as playerY)"
TileEntityRenderer,*,field_1553_b,*,*,*,staticPlayerX,"The player's current X position (same as playerX)"
TileEntityRenderer,*,field_1554_a,*,*,*,instance,"The static instance of TileEntityRenderer"
Path,*,field_1555_b,*,*,*,count,"The number of points in this path"
Path,*,field_1556_a,*,*,*,pathPoints,"Contains the points in this path"
RecipeSorter,*,field_1557_a,*,*,*,craftingManager,""
GameSettings,*,field_1560_x,*,*,*,thirdPersonView,""
GameSettings,*,field_1561_w,*,*,*,difficulty,""
GameSettings,*,field_1563_u,*,*,*,mc,""
GameSettings,*,field_1564_t,*,*,*,keyBindings,""
GameSettings,*,field_1565_s,*,*,*,keyBindSneak,""
GameSettings,*,field_1570_o,*,*,*,keyBindInventory,""
GameSettings,*,field_1571_n,*,*,*,keyBindJump,""
GameSettings,*,field_1572_m,*,*,*,keyBindRight,""
GameSettings,*,field_1573_l,*,*,*,keyBindBack,""
GameSettings,*,field_1574_k,*,*,*,keyBindLeft,""
GameSettings,*,field_1575_j,*,*,*,keyBindForward,""
GameSettings,*,field_1576_i,*,*,*,fancyGraphics,""
GameSettings,*,field_1577_h,*,*,*,limitFramerate,""
GameSettings,*,field_1578_g,*,*,*,anaglyph,""
GameSettings,*,field_1579_f,*,*,*,viewBobbing,""
GameSettings,*,field_1580_e,*,*,*,renderDistance,""
GameSettings,*,field_1581_d,*,*,*,invertMouse,""
GameSettings,*,field_1582_c,*,*,*,mouseSensitivity,""
GameSettings,*,field_1583_b,*,*,*,soundVolume,""
GameSettings,*,field_1584_a,*,*,*,musicVolume,""
EnumOSMappingHelper,*,field_1585_a,*,*,*,enumOSMappingArray,""
GameWindowListener,*,field_1586_b,*,*,*,mcThread,"A reference to the Minecraft main thread."
GameWindowListener,*,field_1587_a,*,*,*,mc,"A reference to the Minecraft object."
ThreadSleepForever,*,field_1588_a,*,*,*,mc,"A reference to the Minecraft object."
MCHashTable,*,field_1589_b,*,*,*,count,"The number of items stored in this map"
MCHashTable,*,field_1590_a,*,*,*,slots,"An array of HashEntries representing the heads of hash slot lists"
MCHashTable,*,field_1591_e,*,*,*,versionStamp,"A serial stamp used to mark changes"
MCHashTable,*,field_1592_d,*,*,*,growFactor,"The scale factor used to determine when to grow the table"
MCHashTable,*,field_1593_c,*,*,*,threshold,"The grow threshold"
EntitySorter,*,field_1594_a,*,*,*,entityForSorting,"The entity which is used to determine the distances of the renderers during sorting"
RenderEngine,*,field_1602_h,*,*,*,options,"Reference to the GameSettings object"
RenderEngine,*,field_1603_g,*,*,*,urlToImageDataMap,"A mapping from image URLs to ThreadDownloadImageData instances"
RenderEngine,*,field_1604_f,*,*,*,textureList,""
RenderEngine,*,field_1605_e,*,*,*,imageData,"Stores the image data for the texture."
RenderEngine,*,field_1606_d,*,*,*,singleIntBuffer,"An IntBuffer storing 1 int used as scratch space in RenderEngine"
RenderEngine,*,field_1607_c,*,*,*,textureNameToImageMap,"A mapping from GL texture names (integers) to BufferedImage instances"
RenderEngine,*,field_1609_a,*,*,*,useMipmaps,"Use mipmaps for all bound textures (unused at present)"
EntityList,*,field_1610_b,*,*,*,classToStringMapping,"Provides a mapping between a string and an entity classes"
EntityList,*,field_1611_a,*,*,*,stringToClassMapping,"Provides a mapping between entity classes and a string"
EntityList,*,field_1612_d,*,*,*,classToIDMapping,"provides a mapping between an Entity Class and an entity ID"
EntityList,*,field_1613_c,*,*,*,IDtoClassMapping,"provides a mapping between an entityID and an Entity Class"
ItemStack,*,field_1614_b,*,*,*,animationsToGo,"Number of animation frames to go when receiving an item (by walking into it, for example)."
ItemStack,*,field_1615_a,*,*,*,stackSize,"Size of the stack."
ItemStack,*,field_1616_d,*,*,*,itemDamage,"Damage dealt to the item or number of use. Raise when using items."
ItemStack,*,field_1617_c,*,*,*,itemID,"ID of the item."
CraftingInventoryCB,*,field_1618_c,*,*,*,windowId,""
CraftingInventoryPlayerCB,*,field_1619_b,*,*,*,craftResult,"The crafting result."
CraftingInventoryPlayerCB,*,field_1620_a,*,*,*,craftMatrix,"The crafting matrix inventory."
CraftingInventoryWorkbenchCB,*,field_1621_b,*,*,*,craftResult,"The crafting result, size 1."
CraftingInventoryWorkbenchCB,*,field_1622_a,*,*,*,craftMatrix,"The crafting matrix inventory (3x3)."
EnumArt,*,field_1623_z,*,*,*,sizeX,""
EnumArt,*,field_1624_y,*,*,*,title,""
EnumArt,*,field_1632_C,*,*,*,offsetY,""
EnumArt,*,field_1634_B,*,*,*,offsetX,""
EnumArt,*,field_1636_A,*,*,*,sizeY,""
MathHelper,*,field_1653_a,*,*,*,SIN_TABLE,"A table of sin values computed from 0 (inclusive) to 2*pi (exclusive), with steps of 2*PI / 65536."
PositionTexureVertex,*,field_1654_b,*,*,*,texturePositionX,""
PositionTexureVertex,*,field_1655_a,*,*,*,vector3D,""
PositionTexureVertex,*,field_1656_c,*,*,*,texturePositionY,""
SoundPool,*,field_1657_b,*,*,*,field_1657_b,""
SoundPool,*,field_1658_a,*,*,*,numberOfSoundPoolEntries,"The number of soundPoolEntry's. This value is computed but never used (should be equal to allSoundPoolEntries.size())."
SoundPool,*,field_1659_e,*,*,*,allSoundPoolEntries,"A list of all SoundPoolEntries that have been loaded."
SoundPool,*,field_1660_d,*,*,*,nameToSoundPoolEntriesMapping,"Maps a name (can be sound/newsound/streaming/music/newmusic) to a list of SoundPoolEntry's."
SoundPool,*,field_1661_c,*,*,*,rand,"The RNG used by SoundPool."
CraftingManager,*,field_1662_b,*,*,*,recipes,"A list of all the recipes added"
RecipesTools,*,field_1664_b,*,*,*,recipeItems,""
RecipesTools,*,field_1665_a,*,*,*,recipePatterns,""
Session,*,field_1666_b,*,*,*,username,""
Session,*,field_1667_a,*,*,*,registeredBlocksList,""
GLAllocation,*,field_1670_b,*,*,*,textureNames,"An ArrayList that stores all the generated texture names."
GLAllocation,*,field_1671_a,*,*,*,displayLists,"An ArrayList that stores the first index and the length of each display list."
CanvasMajongLogo,*,field_1672_a,*,*,*,logo,"BufferedImage object containing the Majong logo."
Pathfinder,*,field_1673_b,*,*,*,path,"The path being generated"
Pathfinder,*,field_1674_a,*,*,*,worldMap,"Used to find obstacles"
Pathfinder,*,field_1675_d,*,*,*,pathOptions,"Selection of path points to add to the path"
Pathfinder,*,field_1676_c,*,*,*,pointMap,"The points in the path"
StepSound,*,field_1677_b,*,*,*,field_1677_b,""
StepSound,*,field_1678_a,*,*,*,field_1678_a,""
StepSound,*,field_1679_c,*,*,*,field_1679_c,""
RecipesArmor,*,field_1680_b,*,*,*,recipeItems,""
RecipesArmor,*,field_1681_a,*,*,*,recipePatterns,""
ClippingHelper,*,field_1687_b,*,*,*,projectionMatrix,""
ClippingHelper,*,field_1688_a,*,*,*,frustum,""
ClippingHelper,*,field_1689_d,*,*,*,clippingMatrix,""
ClippingHelper,*,field_1690_c,*,*,*,modelviewMatrix,""
ClippingHelperImplementation,*,field_1691_h,*,*,*,field_1691_h,""
ClippingHelperImplementation,*,field_1692_g,*,*,*,modelviewMatrixBuffer,""
ClippingHelperImplementation,*,field_1693_f,*,*,*,projectionMatrixBuffer,""
ClippingHelperImplementation,*,field_1694_e,*,*,*,instance,""
RenderHelper,*,field_1695_a,*,*,*,field_1695_a,""
CanvasMinecraftApplet,*,field_1696_a,*,*,*,mcApplet,"Reference to the MinecraftApplet object."
AxisAlignedBB,*,field_1697_b,*,*,*,minY,""
AxisAlignedBB,*,field_1698_a,*,*,*,minX,""
AxisAlignedBB,*,field_1699_h,*,*,*,numBoundingBoxesInUse,"Tracks how many bounding boxes are being used"
AxisAlignedBB,*,field_1700_g,*,*,*,boundingBoxes,"List of bounding boxes (not all necessarily being actively used)"
AxisAlignedBB,*,field_1701_f,*,*,*,maxZ,""
AxisAlignedBB,*,field_1702_e,*,*,*,maxY,""
AxisAlignedBB,*,field_1703_d,*,*,*,maxX,""
AxisAlignedBB,*,field_1704_c,*,*,*,minZ,""
ThreadDownloadImageData,*,field_1705_b,*,*,*,referenceCount,"Number of open references to this ThreadDownloadImageData"
ThreadDownloadImageData,*,field_1706_a,*,*,*,image,"The image data."
ThreadDownloadImageData,*,field_1707_d,*,*,*,textureSetupComplete,"True if the texture has been allocated and the image copied to the texture.  This is reset if global rendering settings change, so that setupTexture will be called again."
ThreadDownloadImageData,*,field_1708_c,*,*,*,textureName,"The GL texture name associated with this image, or -1 if the texture has not been allocated"
